"link","argentino","otro_pais"
64341204,991,62
64341205,875,52
64341206,1065,68
64341207,1185,88
64341208,811,69
64341301,935,45
64341302,619,29
64341303,766,32
64341304,527,29
64341305,1024,42
64341306,737,28
64341307,789,36
64341308,995,59
64341309,950,73
64341310,969,45
64341311,1313,66
64341312,1004,70
64341401,756,40
64341402,573,31
64341403,628,20
64341404,776,43
64341405,660,45
64341406,819,54
64341407,910,40
64341408,897,29
64341501,424,16
64341502,633,31
64341503,342,16
64341504,578,27
64341505,618,18
64341506,464,36
64341507,563,26
64341508,547,31
64341509,461,30
64341510,407,22
64341511,373,16
64341512,334,36
64341513,863,42
64341514,643,33
64341515,776,32
64341601,844,69
64341602,766,35
64341603,801,46
64341604,518,21
64341605,455,22
64341606,489,13
64341607,629,21
64341608,508,49
64341609,904,39
64341610,1175,50
64341611,891,50
64341612,1111,45
64341613,1046,50
64341701,697,48
64341702,850,63
64341703,913,45
64341704,789,37
64341705,744,43
64341706,545,26
64341707,414,25
64341708,675,45
64341709,627,33
64341710,316,15
64341711,707,33
64341801,1122,63
64341802,661,32
64341803,1046,77
64341804,569,40
64341805,822,31
64341806,849,49
64341807,413,31
64341808,576,37
64341809,471,19
64341810,334,14
64341811,394,20
64341812,472,28
64341813,760,38
64341814,251,9
64341901,896,86
64341902,977,63
64341903,961,89
64341904,833,46
64341905,949,83
64341906,906,57
64341907,818,43
64341908,636,49
64341909,710,59
64342001,654,61
64342002,957,77
64342003,1055,83
64342004,522,24
64342005,797,55
64342006,1120,69
64342007,687,48
64342008,887,89
64342009,765,59
64342010,763,66
64342101,903,82
64342102,688,46
64342103,667,56
64342104,506,63
64342105,659,80
64342106,585,68
64342107,536,41
64342108,703,63
64342109,539,67
64342110,505,52
64342111,519,71
64342112,902,57
64342113,871,96
64342201,773,251
64342202,523,478
64342203,565,81
64342204,958,122
64342205,748,97
64342206,892,125
64342207,655,97
64342208,968,123
64342209,1192,140
64342210,1454,66
64342211,897,33
64342212,790,121
64342213,1091,47
64342214,879,62
64342301,1030,154
64342302,893,114
64342303,1193,152
64342304,1297,189
64342305,1179,214
64342306,1333,143
64342307,568,43
64342308,1223,117
64342309,886,89
64342310,871,53
64342311,1260,131
64342312,886,79
64342313,39,4
64342314,911,57
64342315,1043,61
64342401,764,63
64342402,562,30
64342403,496,55
64342404,674,33
64342405,696,59
64342406,658,57
64342407,644,56
64342408,1260,91
64342409,791,60
64342410,758,64
64342501,1102,197
64342502,509,117
64342503,418,122
64342504,550,87
64342505,612,153
64342506,842,99
64342507,1026,76
64342508,906,149
64342509,620,97
64342510,782,70
64342511,800,129
64342512,633,74
64342513,735,136
64342514,690,80
64342515,646,41
64342516,970,86
64342517,747,54
64342518,608,43
64342601,1108,281
64342602,544,137
64342603,1067,388
64342604,1364,84
64342605,504,25
64342606,467,47
64342607,675,40
64342608,1047,80
64342609,816,44
64342610,1218,100
64342611,794,41
64342612,734,76
64342613,1197,153
64342614,1190,95
64342615,631,32
64342616,946,49
64342617,1028,65
64342618,1256,49
64342619,1286,77
64342701,801,70
64342702,849,94
64342703,1160,88
64342704,839,45
64342705,524,48
64342706,965,71
64342707,856,72
64342708,797,66
64342709,1041,83
64342710,1444,76
64342801,1098,96
64342802,1264,63
64342803,1434,96
64342804,979,38
64342805,798,58
64342806,1034,47
64342807,794,32
64342808,1446,103
64342809,1180,91
64342810,1085,98
64342811,667,44
64342812,722,36
64342813,630,64
64342814,879,70
64342901,982,54
64342902,1099,66
64342903,843,57
64342904,806,55
64342905,780,44
64342906,753,58
64342907,934,65
64342908,777,97
64342909,952,88
64342910,572,39
64342911,526,55
64343001,705,35
64343002,602,41
64343003,759,47
64343004,872,61
64343005,838,66
64343006,893,36
64343007,921,67
64343008,603,46
64343009,831,73
64343101,1000,66
64343102,580,33
64343103,648,47
64343104,562,47
64343105,896,40
64343106,604,19
64343107,422,23
64343108,413,24
64343109,476,17
64343110,369,18
64343111,416,23
64343112,500,24
64343113,626,18
64343114,534,27
64343115,339,8
64343201,897,53
64343202,686,27
64343203,462,18
64343204,302,17
64343205,422,31
64343206,406,19
64343207,824,40
64343208,729,43
64343209,919,69
64343210,871,63
64343211,657,38
64343212,591,35
64343213,690,39
64343301,808,43
64343302,990,71
64343303,913,72
64343304,643,33
64343305,803,78
64343306,932,52
64343307,895,59
64343308,638,44
64343401,903,78
64343402,1030,69
64343403,824,57
64343404,654,46
64343405,625,75
64343406,768,35
64343407,783,46
64343408,626,39
64343409,521,64
64343410,1026,58
64343411,983,65
64343412,1588,133
64343413,1018,104
64343414,1135,55
64343501,1005,75
64343502,489,57
64343503,496,42
64343504,1341,144
64343505,401,27
64343506,808,58
64343507,772,69
64343508,1402,119
64343509,771,84
64343510,997,90
64343511,1036,65
64343512,618,16
64343513,962,37
64343601,978,89
64343602,1060,76
64343603,919,56
64343604,876,44
64343605,816,40
64343606,981,66
64343607,674,34
64343608,711,44
64343701,588,55
64343702,714,53
64343703,628,36
64343704,844,38
64343705,892,37
64343706,885,36
64343707,812,35
64343708,624,37
64343801,451,15
64343802,832,47
64343803,782,33
64343804,823,39
64343805,564,28
64343806,845,47
64343807,470,19
64343808,874,41
64343809,688,31
64343901,675,29
64343902,595,32
64343903,740,42
64343904,581,34
64343905,818,34
64343906,743,29
64343907,749,65
64343908,442,18
64343909,833,115
64344001,1026,52
64344002,962,65
64344003,560,41
64344004,404,21
64344005,549,24
64344006,619,35
64344007,670,36
64344008,922,41
64344101,750,28
64344102,751,24
64344103,993,87
64344104,958,72
64344105,853,69
64344106,906,189
64344107,513,49
64344108,1007,55
64344201,1039,107
64344202,996,88
64344203,550,47
64344204,808,90
64344205,756,58
64344206,853,66
64344207,723,67
64344208,920,48
64344301,1018,46
64344302,786,28
64344303,1023,51
64344304,804,29
64344305,703,51
64344306,788,65
64344307,773,39
64344308,645,32
64344401,512,37
64344402,830,54
64344403,803,53
64344404,564,50
64344405,1184,62
64344406,1685,141
64344407,1305,106
64344408,643,47
64344409,552,53
64344410,785,45
64344411,715,44
64344412,1066,76
64344501,1022,59
64344502,1666,90
64344503,1125,42
64344504,1077,57
64344505,1206,63
64344506,778,44
64344507,1173,41
64344508,1195,66
64344509,835,37
64344510,833,43
64344511,1010,78
64344512,1540,69
64900101,774,49
64900102,1062,17
64900103,684,35
64900104,847,32
64900105,940,53
64900106,747,36
64900107,765,23
64900108,813,59
64900109,833,45
64900110,574,11
64900111,880,53
64900112,1028,62
64900113,534,38
64900114,812,56
64900201,1658,106
64900202,1899,146
64900203,1279,114
64900204,1122,103
64900205,1160,171
64900206,1237,135
64900207,1706,89
64900208,1904,105
64900209,1525,123
64900210,1320,67
64900301,1158,39
64900302,1313,52
64900303,873,94
64900304,446,24
64900305,572,38
64900306,1400,60
64900307,877,38
64900308,789,36
64900309,1106,60
64900310,1840,128
64900311,464,26
64900312,1037,111
64900313,1035,57
64900401,1335,54
64900402,1117,51
64900403,1020,32
64900404,963,35
64900405,1256,60
64900406,1216,127
64900407,753,812
64900408,1032,305
64900409,833,82
64900410,936,189
64900411,1456,83
64900412,787,53
64900413,987,46
64900414,1451,283
64900501,1018,18
64900502,1255,50
64900503,832,23
64900504,791,38
64900505,704,30
64900506,1006,48
64900507,821,81
64900508,1384,68
64900509,878,41
64900510,1503,93
64900511,1056,42
64900512,1481,58
64900513,721,19
64900514,1113,43
64900515,1539,136
64900516,1578,187
64900601,730,49
64900602,1008,65
64900603,654,67
64900604,926,110
64900605,625,44
64900606,554,45
64900607,990,63
64900608,1191,40
64900609,754,44
64900610,688,24
64900611,757,21
64900612,816,17
64900613,921,38
64900614,1044,67
64900615,948,58
64900701,772,34
64900702,896,47
64900703,1206,63
64900704,852,43
64900705,1080,56
64900706,1140,64
64900707,1121,28
64900708,616,15
64900709,669,45
64900710,953,40
64900711,730,16
64900712,1043,60
64900713,745,31
64900714,750,80
64900715,902,99
64900801,672,36
64900802,656,28
64900803,1148,36
64900804,480,25
64900805,419,14
64900806,565,25
64900807,443,16
64900808,937,43
64900809,1036,46
64900901,1022,61
64900902,795,33
64900903,591,33
64900904,538,24
64900905,1067,53
64900906,909,39
64900907,758,25
64900908,732,32
64900909,552,21
64901001,658,34
64901002,1017,74
64901003,818,27
64901004,900,35
64901005,1184,28
64901006,530,14
64901007,570,32
64901008,760,35
64901009,790,35
64901010,869,57
64901011,1025,54
64901012,833,35
64901013,912,48
64901014,704,30
64901015,758,30
64901101,447,15
64901102,761,30
64901103,730,45
64901104,815,32
64901105,831,36
64901106,369,13
64901107,349,17
64901108,318,10
64901109,418,17
64901110,435,22
64901111,398,17
64901112,482,16
64901113,759,28
64901114,831,48
64901115,607,28
64901116,863,40
64901117,740,27
64901118,673,22
64901201,727,35
64901202,1007,51
64901203,842,51
64901204,503,19
64901205,482,32
64901206,916,40
64901207,876,32
64901208,783,36
64901209,844,50
64901210,902,37
64901301,1014,42
64901302,995,46
64901303,875,57
64901304,563,55
64901305,664,41
64901306,1101,45
64901307,650,21
64901308,777,21
64901309,1193,66
64901310,1220,65
64901311,1163,56
64901312,963,46
64901313,952,52
64901314,1241,55
64901315,1444,55
64901401,950,71
64901402,1015,93
64901403,695,40
64901404,757,39
64901405,916,66
64901406,662,67
64901407,750,55
64901408,748,49
64901409,746,47
64901410,1176,46
64901411,1044,84
64901412,1467,54
64901501,1001,86
64901502,955,100
64901503,795,71
64901504,916,57
64901505,1034,66
64901506,621,39
64901507,786,62
64901508,818,74
64901509,639,45
64901510,964,76
64901511,1171,101
64901601,1407,69
64901602,590,54
64901603,1165,35
64901604,556,29
64901605,1100,65
64901606,815,35
64901607,772,58
64901608,950,43
64901609,1056,55
64901701,1222,26
64901702,1329,17
64901703,1010,20
64901704,1275,45
64901705,1313,55
64901706,1324,59
64901707,1200,59
64901708,1438,56
64901709,949,49
64901801,1134,59
64901802,889,58
64901803,984,73
64901804,1098,82
64901805,637,25
64901806,698,26
64901807,1105,46
64901808,1009,59
64901809,1054,60
64901810,964,65
64901811,1099,62
64901812,1265,72
64901813,1346,76
64901814,1374,59
64901815,1598,55
64901816,975,57
64901901,947,43
64901902,808,33
64901903,663,43
64901904,580,42
64901905,735,34
64901906,784,32
64901907,1021,60
64901908,721,36
64901909,435,34
64901910,915,56
64901911,648,55
64901912,513,64
64902001,869,33
64902002,779,71
64902003,1025,56
64902004,594,40
64902005,783,30
64902006,831,49
64902007,1035,75
64902008,634,56
64902009,606,45
64902101,992,42
64902102,947,43
64902103,967,32
64902104,709,22
64902105,843,36
64902106,799,33
64902107,754,34
64902108,351,12
64902109,535,24
64902110,788,19
64902201,730,27
64902202,572,27
64902203,533,18
64902204,329,16
64902205,431,26
64902206,460,11
64902207,307,11
64902208,193,17
64902209,590,52
64902210,711,29
64902211,468,13
64902212,87,3
64902301,796,31
64902302,605,27
64902303,781,32
64902304,713,49
64902305,821,109
64902306,772,39
64902307,602,17
64902308,207,7
64902309,550,26
64902310,442,25
64902311,431,18
64902312,401,19
64902313,362,32
64902401,732,33
64902402,805,42
64902403,593,25
64902404,804,35
64902405,697,22
64902406,668,37
64902407,464,22
64902408,325,22
64902409,285,16
64902410,463,39
64902411,343,13
64902501,910,52
64902502,768,29
64902503,748,37
64902504,692,36
64902505,628,44
64902506,807,29
64902507,761,33
64902508,985,57
64902601,841,37
64902602,708,37
64902603,886,47
64902604,422,21
64902605,591,44
64902606,862,51
64902607,1075,63
64902608,660,40
64902609,423,16
64902610,1045,45
64902611,742,46
64902612,770,39
64902613,803,54
64902701,822,43
64902702,1245,83
64902703,882,59
64902704,687,29
64902705,1283,53
64902706,933,65
64902707,854,40
64902708,885,55
64902709,799,71
64902710,1357,60
64902711,1464,61
64902712,1295,52
64902713,562,19
64902801,911,72
64902802,672,32
64902803,1075,61
64902804,1366,72
64902805,866,45
64902806,1100,96
64902807,657,47
64902808,567,31
64902809,579,16
64902810,1248,79
64902811,771,69
64902901,1265,73
64902902,1456,108
64902903,1094,44
64902904,1227,59
64902905,1179,79
64902906,1508,150
64902907,1433,55
64902908,1453,91
64902909,1325,74
64902910,1141,55
64902911,1374,79
64903001,879,57
64903002,1923,76
64903003,957,53
64903004,918,61
64903005,1476,64
64903006,1021,65
64903007,924,29
64903008,982,38
64903009,904,90
64903010,1050,74
64903101,863,44
64903102,964,69
64903103,1391,112
64903104,1475,58
64903105,1214,77
64903106,1302,171
64903107,1275,57
64903108,1518,50
64903109,1076,62
64903110,880,40
64903201,1541,242
64903202,1544,160
64903203,1270,195
64903204,1122,90
64903205,963,51
64903206,1839,80
64903207,1180,73
64903208,1422,188
64903209,852,37
64903210,1100,75
64903301,731,94
64903302,925,200
64903303,1394,198
64903304,1006,127
64903305,1433,318
64903306,1145,103
64903307,810,95
64903308,1012,130
64903309,1317,111
64903310,1279,164
64903401,1750,504
64903402,1310,232
64903403,993,155
64903404,1242,176
64903405,1446,182
64903406,989,100
64903407,998,65
64903408,770,137
64903409,966,93
64903410,1241,119
64903411,1273,137
64903412,1262,35
64903413,1407,90
64903414,1344,81
64903415,845,69
64903501,761,137
64903502,663,253
64903503,723,702
64903504,760,662
64903505,880,416
64903506,1093,549
64903507,865,351
64903508,1520,222
64903509,882,84
64903510,1076,130
64903511,944,73
64903512,926,105
64903513,1602,285
64903514,1413,127
64903515,797,94
64903516,647,103
64903517,1022,152
64903518,1135,195
64903601,1442,229
64903602,1580,115
64903603,959,68
64903604,1219,116
64903605,926,140
64903606,1165,118
64903607,1051,114
64903608,1019,57
64903609,984,50
64903610,1446,82
64903611,968,173
64903612,1005,223
64903701,1069,215
64903702,854,169
64903703,722,97
64903704,796,111
64903705,952,113
64903706,1155,94
64903707,961,30
64903708,750,27
64903709,1866,129
64903710,1308,110
64903711,1745,152
64903712,1145,101
64903713,1497,207
64903714,1424,173
64903801,671,110
64903802,1203,131
64903803,640,93
64903804,709,170
64903805,1255,301
64903806,1077,183
64903807,1057,321
64903808,1549,380
64903809,960,156
64903810,923,135
64903811,1045,328
64903812,821,151
64903813,590,194
64903814,702,184
64903815,566,131
64903816,1432,477
64903817,1413,590
64903901,602,590
64903902,367,374
64903903,1662,1695
64903904,934,926
64903905,1024,835
64903906,968,692
64903907,525,243
64903908,818,308
64903909,1068,306
64903910,723,327
64903911,1405,362
64903912,766,395
64903913,562,321
64903914,1066,432
64903915,1025,1405
64903916,950,397
64904001,771,205
64904002,658,343
64904003,764,516
64904004,1166,728
64904005,620,487
64904006,1468,954
64904007,1117,475
64904008,1381,364
64904009,1633,631
64904010,1071,550
64904011,805,450
64904012,1536,805
64904013,1389,489
64904101,32,8
64904102,117,0
64904201,787,25
64904202,924,40
64904203,828,68
64904204,902,23
64904205,737,33
64904206,924,41
64904207,1028,42
64904208,788,45
64904301,35,3
64904302,609,37
64904303,757,53
64904304,1035,53
64904305,5,0
64904306,1004,23
64904307,928,18
64904308,776,12
64904309,1371,78
64904310,1038,51
64904311,569,36
64904312,867,26
64904313,877,35
64904314,648,35
64904401,785,31
64904402,985,48
64904403,848,42
64904404,1193,55
64904405,1377,56
64904406,1193,80
64904407,1002,40
64904408,1063,34
64904409,1511,64
64904410,815,29
64904411,786,34
64904412,894,33
64904413,1042,22
64904501,826,45
64904502,1078,54
64904503,1103,43
64904504,1216,53
64904505,1123,62
64904506,1011,77
64904507,486,24
64904508,637,41
64904601,763,47
64904602,630,20
64904603,754,37
64904604,766,35
64904605,297,15
64904606,456,29
64904607,795,58
64904608,686,68
64904609,793,45
64904610,892,73
64904611,1025,74
64904612,736,41
64904701,396,65
64904702,812,38
64904703,554,36
64904704,571,37
64904705,772,52
64904706,653,34
64904707,928,46
64904708,829,30
64904709,635,38
64904710,729,25
64904711,832,42
64904712,757,35
64904713,783,33
64904801,790,26
64904802,769,38
64904803,715,28
64904804,883,49
64904805,468,15
64904806,432,17
64904807,750,34
64904808,835,35
64904809,501,13
64904810,663,34
64904811,701,10
64904901,720,29
64904902,1005,39
64904903,647,31
64904904,996,41
64904905,684,34
64904906,980,58
64904907,778,39
64904908,498,22
64904909,572,18
64904910,871,28
64904911,788,46
64905001,921,41
64905002,1057,49
64905003,745,22
64905004,329,27
64905005,734,22
64905006,1025,55
64905007,918,39
64905008,837,55
64905009,570,39
64905010,1199,62
64905011,666,43
64905101,714,43
64905102,859,44
64905103,645,41
64905104,569,24
64905105,1241,62
64905106,992,47
64905107,1095,57
64905108,988,48
64905109,767,34
64905110,495,29
64905111,433,32
65150101,614,64
65150102,2,0
65150103,1808,91
65150104,1634,67
65150105,1741,71
65150106,1343,42
65150107,918,25
65150108,1946,66
65150109,1008,38
65150110,1627,139
65150111,1725,55
65150112,1817,205
65150113,2083,204
65150201,272,3
65150202,965,144
65150203,551,25
65150204,102,12
65150205,659,66
65150206,581,33
65150207,1424,86
65150208,1262,70
65150209,1253,26
65150210,1880,66
65150211,1214,76
65150212,1124,46
65150213,884,27
65150214,1725,72
65150215,1412,67
65150216,1103,104
65150301,1322,42
65150302,1433,55
65150303,1391,72
65150304,1263,60
65150305,847,13
65150306,1105,32
65150307,1133,28
65150308,847,36
65150309,962,33
65150310,1021,57
65150311,890,38
65150312,1090,44
65150313,727,35
65150314,897,47
65150401,1134,83
65150402,1045,61
65150403,1265,50
65150404,685,34
65150405,876,95
65150406,1501,104
65150407,1112,36
65150408,1369,35
65150409,1158,20
65150410,1005,33
65150411,784,19
65150501,891,42
65150502,847,38
65150503,1669,63
65150504,1549,81
65150505,898,45
65150506,1137,58
65150507,1082,45
65150508,713,30
